Brand,Usage_Type,CPU_Brand,GPU_Brand,GPU_Model,CPU_Cores,CPU_Frequency_GHz,RAM_GB,Storage_GB,CPU_Performance_Score,GPU_Performance_Score,Overall_Performance_Score,Price_USD,Price_Performance_Ratio,Screen_Size,Perf_Per_Core,RAM_Storage_Ratio,GPU_Weight,CPU_Cores_scaled,CPU_Frequency_GHz_scaled,RAM_GB_scaled,Storage_GB_scaled,CPU_Performance_Score_scaled,GPU_Performance_Score_scaled,Overall_Performance_Score_scaled,Price_USD_scaled,Price_Performance_Ratio_scaled,Perf_Per_Core_scaled,RAM_Storage_Ratio_scaled,GPU_Weight_scaled,Cluster
Acer,Professional,Intel,Intel,RTX 3060,6,2.94,64,256,2460,2200,4660,3209.32,1.45,15.1,776.7,25.0,0.472,-0.42414504203215747,0.5041718689157094,1.8047918993400889,-0.7717126370392299,-0.26963279185928635,-0.12712781331217615,-0.2980339425833015,-0.24322894853331503,-0.22514237786362107,-0.13008234825531126,1.6088914514901205,-0.028259633483361257,1
Dell,Professional,Apple,AMD,RTX 3050,12,3.77,4,256,3060,1500,4560,2865.3,1.59,15.2,380.0,1.56,0.329,0.8301522201387667,1.464673314775427,-0.9549434118944388,-0.7717126370392299,0.02642600177574811,-0.9033617823255091,-0.3431163509523015,-0.5292798909405655,0.6674445370196176,-1.0722191863513475,-0.5413717299620395,-0.7788607032088902,0
Asus,Professional,AMD,Intel,Iris Xe,6,3.64,4,2048,3072,900,3972,2464.97,1.61,14.0,662.0,0.2,0.227,-0.42414504203215747,1.3142333292793267,-0.9549434118944388,1.797757978211872,0.0323471776484488,-1.5687051843369375,-0.6082009121620214,-0.8621523221186793,0.7949569534315089,-0.4024874284912966,-0.6661310271794003,-1.3142544732229042,1
Asus,Professional,AMD,NVIDIA,RTX 3050,6,1.53,64,2048,2640,1500,4140,3140.13,1.32,14.6,690.0,3.12,0.362,-0.42414504203215747,-1.1275233583881477,1.8047918993400889,1.797757978211872,-0.18081515376877602,-0.9033617823255091,-0.5324624661021015,-0.3007600941212392,-1.0539730845409128,-0.33598923976760364,-0.39826547727153744,-0.6056450717337682,1
Lenovo,Professional,Apple,NVIDIA,RTX 3060,6,2.25,32,512,2790,2200,4990,3356.05,1.49,13.3,831.7,6.25,0.441,-0.42414504203215747,-0.29431728487128445,0.3329330666816741,-0.4046454062890725,-0.1068004553600174,-0.12712781331217615,-0.14926199496560155,-0.12122367331845582,0.029882454960161415,0.0005390938805142865,-0.11113562411687615,-0.19097734789938492,1
HP,Professional,AMD,NVIDIA,RTX 3060,4,2.7,16,256,1332,2200,3532,2558.55,1.38,16.1,883.0,6.25,0.623,-0.8422441294224655,0.2264365110767553,-0.4029963496475333,-0.7717126370392299,-0.8262233238931511,-0.12712781331217615,-0.8065635089856213,-0.784341011176087,-0.6714358353052404,0.122373275363566,-0.11113562411687615,0.7643331044785613,1
Acer,Professional,AMD,Intel,RTX 3050,6,2.91,8,512,2694,1500,4194,2713.31,1.55,14.6,699.0,1.56,0.358,-0.42414504203215747,0.4694549491858404,-0.770961057812137,-0.4046454062890725,-0.15416986234162292,-0.9033617823255091,-0.5081179655828415,-0.6556588303524545,0.4124197041958351,-0.31461482196355944,-0.5413717299620395,-0.6266409058519649,1
Asus,Professional,Intel,Intel,RTX 3060,4,2.98,8,256,1388,2200,3588,2368.4,1.51,15.7,897.0,3.12,0.613,-0.8422441294224655,0.5504610952222019,-0.770961057812137,-0.7717126370392299,-0.7985911698205479,-0.12712781331217615,-0.7813173602989814,-0.9424498033938031,0.15739487137205266,0.1556223697254125,-0.39826547727153744,0.7118435191830697,1
HP,Professional,Apple,Intel,RX 6600,4,1.43,32,512,1780,2000,3780,2752.36,1.37,16.3,945.0,6.25,0.529,-0.8422441294224655,-1.2432464241543788,0.3329330666816741,-0.4046454062890725,-0.6051660913123255,-0.3489089473159856,-0.6947591362305015,-0.623188946912529,-0.7351920435111846,0.2696192646803148,-0.11113562411687615,0.27093100270094084,1
Acer,Professional,Intel,Intel,RX 6600,12,1.94,16,512,2604,2000,4604,3069.01,1.5,16.3,383.7,3.12,0.434,0.8301522201387667,-0.6530587887466006,-0.4029963496475333,-0.4046454062890725,-0.1985786813868781,-0.3489089473159856,-0.3232800912699415,-0.35989602524153347,0.09363866316610703,-1.0634319256985738,-0.39826547727153744,-0.22772005760622904,0
Dell,Professional,AMD,NVIDIA,RX 6600,4,1.16,4,512,1812,2000,3812,2536.96,1.5,14.6,953.0,0.78,0.525,-0.8422441294224655,-1.5556987017232027,-0.9549434118944388,-0.4046454062890725,-0.5893762889851236,-0.3489089473159856,-0.6803327655524214,-0.8022929902661764,0.09363866316610703,0.2886187471727985,-0.6129248563072905,0.2499351685827442,1
Dell,Professional,AMD,NVIDIA,RX 6700,4,1.25,8,128,1844,2800,4644,3062.65,1.52,15.8,1161.0,6.25,0.603,-0.8422441294224655,-1.4515479425335946,-0.770961057812137,-0.9552462524143086,-0.5735864866579218,0.5382155886992521,-0.3052471279223415,-0.3651843340425048,0.22115107957799826,0.782605291977375,-0.11113562411687615,0.6593539338875781,1
Dell,Professional,Apple,AMD,RX 6700,2,1.94,16,128,1058,2800,3858,2861.13,1.35,15.6,1929.0,12.5,0.726,-1.2603432168127735,-0.6530587887466006,-0.4029963496475333,-0.9552462524143086,-0.9614235063198169,0.5382155886992521,-0.6595948577026814,-0.5327472254845986,-0.8627044599230759,2.6065556112558115,0.46220673441878934,1.3049758330221242,1
Acer,Professional,AMD,Intel,RTX 3060,8,2.74,32,512,2584,2200,4784,3288.24,1.45,16.9,598.0,6.25,0.46,-0.006045954641849409,0.27272573738324773,0.3329330666816741,-0.4046454062890725,-0.20844730784137924,-0.12712781331217615,-0.24213175620574154,-0.17760735567598088,-0.22514237786362107,-0.5544832884311663,-0.11113562411687615,-0.09124713583795088,1
HP,Professional,AMD,NVIDIA,RTX 3070,4,3.43,8,2048,919,3000,3919,2950.62,1.33,16.3,979.8,0.39,0.766,-0.8422441294224655,1.0712148911702417,-0.770961057812137,1.797757978211872,-1.0300104601785998,0.7599967227030615,-0.6320945885975914,-0.45833672947848036,-0.990216876334967,0.35226701352261885,-0.6487014194799162,1.5149341742040905,1
MSI,Professional,Intel,AMD,RX 6700,8,2.35,32,1024,1623,2800,4423,3195.06,1.38,15.0,552.9,3.12,0.633,-0.006045954641849409,-0.17859421910505335,0.3329330666816741,0.3294890552112423,-0.6826348089801594,0.5382155886992521,-0.40487925041783146,-0.2550860685807758,-0.6714358353052404,-0.6615928709825434,-0.39826547727153744,0.8168226897740529,1
Acer,Professional,AMD,Intel,RTX 3060,4,2.93,8,512,2136,2200,4336,2849.77,1.52,15.0,1084.0,1.56,0.507,-0.8422441294224655,0.4925995623390866,-0.770961057812137,-0.4046454062890725,-0.429504540422205,-0.12712781331217615,-0.4441009456988615,-0.5421930097580315,0.22115107957799826,0.5997352729872193,-0.5413717299620395,0.15545391505085934,1
MSI,Professional,Intel,NVIDIA,Iris Xe,6,3.47,4,256,2754,900,3654,2202.22,1.66,16.2,609.0,1.56,0.246,-0.42414504203215747,1.1175041174767342,-0.9549434118944388,-0.7717126370392299,-0.12456398297811946,-1.5687051843369375,-0.7515629707754414,-1.0806276581965384,1.1137379944612356,-0.5283590000040013,-0.5413717299620395,-1.2145242611614702,1
Dell,Professional,Intel,NVIDIA,RX 6600,8,1.27,64,2048,2056,2000,4056,3147.97,1.29,15.2,507.0,3.12,0.493,-0.006045954641849409,-1.4284033293803484,1.8047918993400889,1.797757978211872,-0.46897904624020953,-0.3489089473159856,-0.5703316891320614,-0.29424117258041965,-1.2452417091587495,-0.7706024017831686,-0.39826547727153744,0.0819684956371711,1
MSI,Professional,AMD,Intel,RX 6600,6,1.07,4,128,2982,2000,4982,2996.66,1.66,15.9,830.3,3.12,0.401,-0.42414504203215747,-1.6598494609128103,-0.9549434118944388,-0.9552462524143086,-0.01206164139680637,-0.3489089473159856,-0.15286858763512154,-0.4200546953280537,1.1137379944612356,-0.0027858155556705795,-0.39826547727153744,-0.400935689081351,1
Dell,Professional,AMD,NVIDIA,RX 6700,2,3.69,64,128,924,2800,3724,3010.58,1.24,14.0,1862.0,50.0,0.752,-1.2603432168127735,1.372094862162442,1.8047918993400889,-0.9552462524143086,-1.0275433035649746,0.5382155886992521,-0.7200052849171414,-0.4084802836127204,-1.5640227501884776,2.4474349453812607,3.9022608856327827,1.4414487547904022,1
Asus,Professional,Intel,Intel,RTX 3070,4,3.52,8,2048,1792,3000,4792,3442.06,1.39,16.2,1198.0,0.39,0.626,-0.8422441294224655,1.1753656503598495,-0.770961057812137,1.797757978211872,-0.5992449154396248,0.7599967227030615,-0.23852516353622152,-0.04970678024117093,-0.6076796270992948,0.8704778985051123,-0.6487014194799162,0.7800799800672088,1
Apple,Professional,Apple,NVIDIA,RTX 3070,8,3.7,8,512,1864,3000,4864,3393.5,1.43,16.8,608.0,1.56,0.617,-0.006045954641849409,1.3836671687390654,-0.770961057812137,-0.4046454062890725,-0.5637178602034206,0.7599967227030615,-0.20606582951054153,-0.09008418202971831,-0.3526547942755123,-0.5307339353155617,-0.5413717299620395,0.7328393533012663,1
Lenovo,Professional,Intel,Intel,RX 6700,8,1.9,64,128,1768,2800,4568,3271.03,1.4,14.8,571.0,50.0,0.613,-0.006045954641849409,-0.6993480150530931,1.8047918993400889,-0.9552462524143086,-0.6110872671850262,0.5382155886992521,-0.3395097582827815,-0.19191738625219348,-0.5439234188933492,-0.6186065418432989,3.9022608856327827,0.7118435191830697,1
MSI,Professional,Intel,Intel,RTX 3050,12,2.83,8,128,2556,1500,4056,2497.81,1.62,17.2,338.0,6.25,0.37,0.8301522201387667,0.3768764965728555,-0.770961057812137,-0.9552462524143086,-0.22226338487768083,-0.9033617823255091,-0.5703316891320614,-0.8348460232155511,0.8587131616374545,-1.171966469436887,-0.11113562411687615,-0.5636534034973749,0
Acer,Professional,AMD,NVIDIA,RTX 3080,2,1.02,8,1024,516,3800,4316,3329.56,1.3,14.3,2158.0,0.78,0.88,-1.2603432168127735,-1.7177109937959258,-0.770961057812137,0.3294890552112423,-1.228863283236798,1.6471212587182993,-0.4531174273726615,-0.14324997837155776,-1.181485500952804,3.150415797603158,-0.6129248563072905,2.113315446572694,1
Asus,Professional,Intel,Intel,RTX 3070,4,2.66,4,2048,860,3000,3860,2869.49,1.35,17.2,965.0,0.2,0.777,-0.8422441294224655,0.18014728477026284,-0.9549434118944388,1.797757978211872,-1.0591229082193783,0.7599967227030615,-0.6586932095353014,-0.525795926494643,-0.8627044599230759,0.31711797091152405,-0.6661310271794003,1.5726727180291313,1
Dell,Professional,Apple,NVIDIA,RX 6600,6,3.12,4,2048,1944,2000,3944,2825.98,1.4,14.8,657.3,0.2,0.507,-0.42414504203215747,0.7124733872949255,-0.9549434118944388,1.797757978211872,-0.524243354385416,-0.3489089473159856,-0.6208239865053414,-0.561974278056004,-0.5439234188933492,-0.4136496244556309,-0.6661310271794003,0.15545391505085934,1
Lenovo,Professional,AMD,Intel,Iris Xe,12,3.49,4,512,2844,900,3744,2229.73,1.68,17.4,312.0,0.78,0.24,0.8301522201387667,1.1406487306299804,-0.9549434118944388,-0.4046454062890725,-0.0801551639328643,-1.5687051843369375,-0.7109888032433415,-1.0577532281470543,1.2412504108731268,-1.2337147875374592,-0.6129248563072905,-1.2460180123387652,0
HP,Professional,Apple,Intel,RX 6700,4,3.68,32,512,1707,2800,4507,3102.15,1.45,15.9,1126.8,6.25,0.621,-0.8422441294224655,1.3605225555858191,0.3329330666816741,-0.4046454062890725,-0.6411865778712545,0.5382155886992521,-0.3670100273878715,-0.3323402778100578,-0.22514237786362107,0.7013825043220071,-0.11113562411687615,0.753835187419463,1
Lenovo,Professional,AMD,NVIDIA,RTX 3050,6,2.92,4,256,2046,1500,3546,2233.46,1.59,16.6,591.0,1.56,0.423,-0.42414504203215747,0.48102725576246325,-0.9549434118944388,-0.7717126370392299,-0.4739133594674601,-0.9033617823255091,-0.8002519718139613,-1.0546517514445979,0.6674445370196176,-0.5711078356120896,-0.5413717299620395,-0.2854586014312698,1
Acer,Professional,Intel,NVIDIA,RX 6600,6,2.14,64,256,1572,2000,3572,2582.49,1.38,15.7,595.3,25.0,0.56,-0.42414504203215747,-0.42161265721413843,1.8047918993400889,-0.7717126370392299,-0.7077998064391373,-0.3489089473159856,-0.7885305456380214,-0.764435018613941,-0.6714358353052404,-0.5608956137723797,1.6088914514901205,0.4336487171169648,1
Dell,Professional,Intel,Intel,RX 6600,8,3.64,16,512,2584,2000,4584,3078.09,1.49,16.0,573.0,3.12,0.436,-0.006045954641849409,1.3142333292793267,-0.4029963496475333,-0.4046454062890725,-0.20844730784137924,-0.3489089473159856,-0.3322965729437415,-0.35234604978354317,0.029882454960161415,-0.613856671220178,-0.39826547727153744,-0.2172221405471307,1
HP,Professional,Intel,NVIDIA,RTX 3050,6,3.37,16,256,2022,1500,3522,2236.97,1.57,15.5,587.0,6.25,0.426,-0.42414504203215747,1.001781051710503,-0.4029963496475333,-0.7717126370392299,-0.4857557112128615,-0.9033617823255091,-0.8110717498225214,-1.0517332036629299,0.5399321206077263,-0.5806075768583314,-0.11113562411687615,-0.2697117258426223,1
Acer,Professional,AMD,AMD,RX 6700,2,3.63,8,1024,768,2800,3568,2575.83,1.39,16.2,1784.0,0.78,0.785,-1.2603432168127735,1.3026610227027033,-0.770961057812137,0.3294890552112423,-1.1045185899100836,0.5382155886992521,-0.7903338419727814,-0.7699727759432597,-0.6076796270992948,2.2621899910795444,-0.6129248563072905,1.6146643862655246,1
